Date,Close,High,Low,Open,Volume
2015-02-05 00:00:00+00:00,197.6606,201.1272,196.3553,200.2926,12365643
2015-02-06 00:00:00+00:00,194.7075,199.0087,193.231,197.7462,9045844
2015-02-09 00:00:00+00:00,191.8829,196.4408,190.8771,192.8458,8839692
2015-02-10 00:00:00+00:00,188.7373,193.552,184.3078,192.1611,13651008
2015-02-11 00:00:00+00:00,192.7389,193.6055,188.9513,189.5932,9781008
2015-02-12 00:00:00+00:00,194.5471,195.5742,189.8607,194.301,8709626
2015-02-13 00:00:00+00:00,196.3338,197.04,194.5256,195.5849,7393680
2015-02-16 00:00:00+00:00,193.1882,197.7676,192.5891,196.5906,12266698
2015-02-18 00:00:00+00:00,192.9421,194.301,191.3907,192.589,9835036
2015-02-19 00:00:00+00:00,193.0277,194.2154,189.9249,194.0763,9550637
2015-02-20 00:00:00+00:00,186.8328,191.7331,186.4476,191.5726,18717199
2015-02-23 00:00:00+00:00,182.2,187.6139,181.2691,186.1588,14104463
2015-02-24 00:00:00+00:00,180.0601,183.3448,179.1078,182.7991,19946218
2015-02-25 00:00:00+00:00,180.4239,183.2806,179.9745,181.6329,15274116
2015-02-26 00:00:00+00:00,180.1778,181.8897,179.0222,181.0551,21459750
2015-02-27 00:00:00+00:00,183.0773,184.2435,180.7341,181.3654,18659378
2015-03-02 00:00:00+00:00,184.939,187.3464,183.0773,185.9554,14579511
2015-03-03 00:00:00+00:00,192.7603,193.9693,185.6131,185.9554,20636925
2015-03-04 00:00:00+00:00,189.9891,194.654,188.32,193.873,14476047
2015-03-05 00:00:00+00:00,189.3685,192.3216,187.9134,190.9841,10716702
2015-03-09 00:00:00+00:00,186.0945,190.8237,184.9176,189.4006,14065391
2015-03-10 00:00:00+00:00,183.8477,187.4106,183.0452,185.9447,15234060
2015-03-11 00:00:00+00:00,183.1629,186.0838,182.4033,184.2329,11635873
2015-03-12 00:00:00+00:00,184.8427,185.6131,183.088,183.6016,11782380
2015-03-13 00:00:00+00:00,181.9111,186.0838,181.2477,185.9554,12936157
2015-03-16 00:00:00+00:00,180.1992,182.7349,179.814,182.2107,13839990
2015-03-17 00:00:00+00:00,183.3555,184.0081,179.9638,182.0074,19070082
2015-03-18 00:00:00+00:00,185.8805,186.6509,182.8954,183.3876,9269885
2015-03-19 00:00:00+00:00,183.2057,187.6032,182.7671,187.3571,13934612
2015-03-20 00:00:00+00:00,182.767,184.2756,181.5901,183.5802,10405717
2015-03-23 00:00:00+00:00,180.1671,184.8855,179.3432,183.2806,13251683
2015-03-24 00:00:00+00:00,181.451,182.8098,180.1992,180.1992,9238431
2015-03-25 00:00:00+00:00,180.7983,181.7827,179.9638,181.6757,10264941
2015-03-26 00:00:00+00:00,177.4601,181.7292,176.3474,179.9852,20621346
2015-03-27 00:00:00+00:00,173.694,178.6799,171.5006,178.4445,23326922
2015-03-30 00:00:00+00:00,173.4906,174.9779,170.4306,174.7425,17330588
2015-03-31 00:00:00+00:00,176.754,178.2305,175.0421,175.0421,20235395
2015-04-01 00:00:00+00:00,178.9045,179.5358,173.9935,176.5186,14588531
2015-04-06 00:00:00+00:00,176.4651,179.3218,175.7696,178.8939,12334096
2015-04-07 00:00:00+00:00,178.2198,178.9153,176.7647,176.7647,21275454
2015-04-08 00:00:00+00:00,185.2921,186.0624,178.2305,178.3589,24821205
2015-04-09 00:00:00+00:00,191.5405,192.3751,183.7728,185.2065,27276420
2015-04-10 00:00:00+00:00,193.5199,194.4722,190.2566,191.5084,25323219
2015-04-13 00:00:00+00:00,197.4038,197.8853,192.3216,194.0442,20177342
2015-04-15 00:00:00+00:00,197.6499,201.063,194.1298,197.0828,22231264
2015-04-16 00:00:00+00:00,198.6556,200.7206,196.6548,197.8318,20177302
2015-04-17 00:00:00+00:00,198.3347,202.0687,197.4252,200.0893,23958678
2015-04-20 00:00:00+00:00,189.5183,200.6029,187.9883,200.5708,37628162
2015-04-21 00:00:00+00:00,187.5497,191.6261,186.6937,190.4813,17707007
2015-04-22 00:00:00+00:00,188.2558,189.7537,185.5275,188.7159,14761313
2015-04-23 00:00:00+00:00,187.6781,190.3208,185.9661,189.1332,13337818
2015-04-24 00:00:00+00:00,188.0739,189.2615,185.8805,187.6673,12709854
2015-04-27 00:00:00+00:00,187.3035,189.9142,186.4797,188.32,11042925
2015-04-28 00:00:00+00:00,185.1423,188.7373,183.7193,187.1752,14687371
2015-04-29 00:00:00+00:00,181.8897,186.2871,181.3333,184.4575,16387960
2015-04-30 00:00:00+00:00,184.5324,185.2921,181.451,181.8897,34802149
2015-05-04 00:00:00+00:00,190.6525,191.2837,184.1365,185.3563,15078502
2015-05-05 00:00:00+00:00,190.9093,192.9742,189.4006,191.2409,17846755
2015-05-06 00:00:00+00:00,188.3628,191.8936,186.5974,190.4492,22438208
2015-05-07 00:00:00+00:00,186.3299,187.9776,184.0296,187.2394,16735535
2015-05-08 00:00:00+00:00,192.7837,193.6613,186.5865,188.7317,17104443
2015-05-11 00:00:00+00:00,194.138,194.8964,191.4186,193.4663,14214007
2015-05-12 00:00:00+00:00,188.2333,193.9104,187.4641,193.9104,16650201
2015-05-13 00:00:00+00:00,191.7869,192.5562,185.7414,189.2409,16701434
2015-05-14 00:00:00+00:00,190.2918,192.0253,188.58,191.982,12329713
2015-05-15 00:00:00+00:00,189.3709,192.1878,188.5367,191.0936,8331715
2015-05-18 00:00:00+00:00,193.1845,193.7154,188.9917,189.5768,9847540
2015-05-19 00:00:00+00:00,194.0513,196.0448,192.112,193.1196,14513036
2015-05-20 00:00:00+00:00,196.9332,197.399,194.5171,195.1022,8708891
2015-05-21 00:00:00+00:00,194.3113,198.3525,193.7371,197.4532,10759523
2015-05-22 00:00:00+00:00,195.8498,196.229,194.3655,194.3655,8349048
2015-05-25 00:00:00+00:00,193.8237,196.749,193.3579,195.0155,6617337
2015-05-26 00:00:00+00:00,191.6786,194.1488,191.2669,193.9321,9510249
2015-05-27 00:00:00+00:00,191.8303,193.0437,190.7252,191.982,8078236
2015-05-28 00:00:00+00:00,189.7718,193.7696,188.9484,191.9494,26538868
2015-05-29 00:00:00+00:00,190.0318,192.0795,189.1867,190.6602,29277517
2015-06-01 00:00:00+00:00,195.5031,196.0773,190.2485,190.6819,19594976
2015-06-02 00:00:00+00:00,194.723,199.0892,193.1629,196.2615,20178960
2015-06-03 00:00:00+00:00,194.2246,197.2799,192.5237,194.7988,15546279
2015-06-04 00:00:00+00:00,197.7674,198.5258,193.4012,195.9256,15931395
2015-06-05 00:00:00+00:00,196.6948,198.6883,195.9797,197.1607,13066337
2015-06-08 00:00:00+00:00,191.8627,197.1823,191.3535,196.4889,10846953
2015-06-09 00:00:00+00:00,191.4836,192.9895,190.1076,191.4511,9153355
2015-06-10 00:00:00+00:00,196.2723,197.1607,191.7653,191.982,13509379
2015-06-11 00:00:00+00:00,190.0643,197.074,189.3059,196.3156,14676438
2015-06-12 00:00:00+00:00,192.8162,193.4337,190.3027,190.4652,21543824
2015-06-15 00:00:00+00:00,195.3947,196.0989,192.8487,193.9104,12858570
2015-06-16 00:00:00+00:00,195.8714,196.099,193.5421,194.7989,13929305
2015-06-17 00:00:00+00:00,201.7761,204.1921,193.7154,196.1098,26232634
2015-06-18 00:00:00+00:00,212.1227,212.7836,202.0578,202.0686,49366799
2015-06-19 00:00:00+00:00,215.958,218.0707,212.892,212.892,45710935
2015-06-22 00:00:00+00:00,214.8854,218.5691,213.7587,216.023,19394187
2015-06-23 00:00:00+00:00,215.6005,217.269,214.7338,215.0913,16007498
2015-06-24 00:00:00+00:00,214.7121,218.0815,213.7912,215.6005,18603004
2015-06-25 00:00:00+00:00,217.6698,218.6341,213.4337,213.867,27175118
2015-06-26 00:00:00+00:00,216.8356,219.7392,215.6872,216.6623,20966796
2015-06-29 00:00:00+00:00,214.7013,215.3513,210.6168,214.062,20168946
2015-06-30 00:00:00+00:00,216.7056,217.3015,214.0837,214.4954,23184864
2015-07-01 00:00:00+00:00,217.9082,218.9483,216.9006,216.9006,14824266
2015-07-02 00:00:00+00:00,219.035,220.9634,218.2224,218.6341,15931202
2015-07-03 00:00:00+00:00,218.244,219.6742,217.3448,218.7966,13831096
2015-07-06 00:00:00+00:00,220.0533,220.7792,215.6438,215.8388,12237733
2015-07-07 00:00:00+00:00,217.3882,220.2809,216.6839,219.0674,11294999
2015-07-08 00:00:00+00:00,215.9472,218.5691,214.8746,215.7847,15190654
2015-07-09 00:00:00+00:00,213.9537,216.9006,213.0328,215.8172,16245867
2015-07-10 00:00:00+00:00,217.0739,217.5506,214.5712,214.7554,16110573
2015-07-13 00:00:00+00:00,218.2007,219.3925,215.633,217.0739,9860248
2015-07-14 00:00:00+00:00,216.2072,219.1758,215.6438,218.6124,9942927
2015-07-15 00:00:00+00:00,219.0999,219.8041,216.5864,216.6297,13532911
2015-07-16 00:00:00+00:00,221.8193,222.7077,219.1,219.2841,14854295
2015-07-17 00:00:00+00:00,221.3859,223.4336,220.5842,222.1552,10195142
2015-07-20 00:00:00+00:00,222.0468,223.1736,220.5626,222.7077,6348354
2015-07-21 00:00:00+00:00,218.374,222.8486,217.2798,222.7511,7923338
2015-07-22 00:00:00+00:00,227.6048,228.374,217.6807,217.7673,17309440
2015-07-23 00:00:00+00:00,226.4997,231.3859,225.6113,228.2765,18642915
2015-07-24 00:00:00+00:00,222.1119,227.4423,221.256,227.0848,13099664
2015-07-27 00:00:00+00:00,217.8432,223.1628,217.0631,222.0794,20118553
2015-07-28 00:00:00+00:00,218.9049,220.3025,216.7056,218.4824,13382878
2015-07-29 00:00:00+00:00,215.8172,219.4358,214.9721,218.7424,14790821
2015-07-30 00:00:00+00:00,216.7164,218.4174,215.0155,216.7056,11701228
2015-07-31 00:00:00+00:00,217.0848,218.3957,214.5171,216.6839,16634259
2015-08-03 00:00:00+00:00,217.2148,219.685,216.5539,216.9006,9887787
2015-08-04 00:00:00+00:00,214.0837,217.9082,212.3503,217.4207,12006872
2015-08-05 00:00:00+00:00,214.0295,216.8573,213.2386,214.1379,14345010
2015-08-06 00:00:00+00:00,212.1227,214.9505,211.8085,214.7338,8708037
2015-08-07 00:00:00+00:00,213.2928,215.3838,211.7327,212.1336,8608888
2015-08-10 00:00:00+00:00,209.9451,214.2571,208.9916,213.3253,9288894
2015-08-11 00:00:00+00:00,209.3167,210.9743,207.5832,210.4001,8762464
2015-08-12 00:00:00+00:00,204.3113,209.3167,203.8021,208.7966,9650325
2015-08-13 00:00:00+00:00,202.2419,206.7056,201.386,205.1997,9340350
2015-08-14 00:00:00+00:00,209.5225,210.6168,202.4478,203.7371,12739366
2015-08-17 00:00:00+00:00,206.0014,209.3167,204.9938,209.3167,10857430
2015-08-18 00:00:00+00:00,204.5713,207.1498,204.1596,207.1498,6630334
2015-08-19 00:00:00+00:00,206.8465,208.2332,203.5637,204.5496,8877298
2015-08-20 00:00:00+00:00,198.5475,208.0057,197.9949,208.0057,19008087
2015-08-21 00:00:00+00:00,196.7382,197.5941,194.3655,197.1824,20050521
2015-08-24 00:00:00+00:00,179.7502,190.6819,177.2475,190.6819,35635706
2015-08-25 00:00:00+00:00,183.7804,186.489,178.3742,182.1987,49504268
2015-08-26 00:00:00+00:00,184.9181,189.5551,182.0145,183.7046,18955515
2015-08-27 00:00:00+00:00,188.3308,190.9527,185.709,187.8216,26997546
2015-08-28 00:00:00+00:00,189.0351,191.3319,187.67,189.5985,10770215
2015-08-31 00:00:00+00:00,185.4598,189.1326,185.0047,189.1326,20708942
2015-09-01 00:00:00+00:00,181.982,185.0264,180.9527,185.0264,21645696
2015-09-02 00:00:00+00:00,184.0838,185.7198,182.5779,184.1814,19652369
2015-09-03 00:00:00+00:00,185.0156,186.5107,182.9679,185.0589,11659978
2015-09-04 00:00:00+00:00,181.1261,184.1163,178.7859,184.1163,16199949
2015-09-07 00:00:00+00:00,180.5411,182.8813,179.3493,181.6353,10234633
2015-09-08 00:00:00+00:00,183.878,184.8205,178.7859,181.1477,12900468
2015-09-09 00:00:00+00:00,189.3926,190.4002,184.2897,186.5649,17340694
2015-09-10 00:00:00+00:00,187.865,188.6234,185.3731,186.5649,11074406
2015-09-11 00:00:00+00:00,186.554,189.8368,185.5248,188.9484,10634833
2015-09-14 00:00:00+00:00,187.1824,187.5833,184.593,186.7274,7964072
2015-09-15 00:00:00+00:00,187.865,188.515,185.3948,186.7815,11509788
2015-09-16 00:00:00+00:00,189.0676,190.1077,187.475,188.9701,13424811
2015-09-18 00:00:00+00:00,194.0188,194.9072,190.0643,190.346,34261453
2015-09-21 00:00:00+00:00,190.2701,192.4586,189.8259,190.6818,12732187
2015-09-22 00:00:00+00:00,183.7263,191.7436,182.9896,190.6818,15745524
2015-09-23 00:00:00+00:00,184.2572,185.6548,182.0145,182.6645,15221260
2015-09-24 00:00:00+00:00,181.4403,183.748,180.8769,183.748,29076982
2015-09-28 00:00:00+00:00,180.7685,182.2095,179.5659,181.9711,11624639
2015-09-29 00:00:00+00:00,182.177,184.2355,179.0026,179.8477,15853471
2015-09-30 00:00:00+00:00,186.8466,187.3883,181.6895,184.398,17292020
2015-10-01 00:00:00+00:00,187.3666,189.3709,186.0448,189.3709,8663393
2015-10-05 00:00:00+00:00,192.4153,192.8487,186.749,186.9549,16015412
2015-10-06 00:00:00+00:00,194.593,195.1239,191.9278,194.073,12330294
2015-10-07 00:00:00+00:00,198.0058,198.9267,193.0654,193.8671,11515191
2015-10-08 00:00:00+00:00,192.6537,198.2441,192.0362,198.2441,10753149
2015-10-09 00:00:00+00:00,192.2745,196.1964,191.0069,193.7262,9327873
2015-10-12 00:00:00+00:00,193.2279,195.3623,192.4153,192.4153,6212395
2015-10-13 00:00:00+00:00,193.6288,194.2138,191.3102,191.7761,6162561
2015-10-14 00:00:00+00:00,195.6548,196.099,193.7046,194.1055,8002587
2015-10-15 00:00:00+00:00,195.8172,197.399,195.0372,196.684,9048478
2015-10-16 00:00:00+00:00,198.2225,198.2225,195.8173,195.9906,15246935
2015-10-19 00:00:00+00:00,208.775,209.2083,203.8996,203.8996,33505855
2015-10-20 00:00:00+00:00,207.3015,209.4683,206.4998,209.1,18091895
2015-10-21 00:00:00+00:00,206.9331,211.2235,206.4998,207.0415,14404450
2015-10-23 00:00:00+00:00,207.074,210.8443,203.9321,208.8725,12153422
2015-10-26 00:00:00+00:00,204.3004,208.6666,203.9646,208.4283,10938775
2015-10-27 00:00:00+00:00,203.5854,205.4705,203.1195,203.4229,11601798
2015-10-28 00:00:00+00:00,203.022,204.7446,201.4944,203.0112,11958727
2015-10-29 00:00:00+00:00,203.8996,204.7663,202.5886,202.8161,13280382
2015-10-30 00:00:00+00:00,205.3514,207.1282,203.7046,204.1379,13366359
2015-11-02 00:00:00+00:00,207.9732,208.3416,204.8097,205.633,7222044
2015-11-03 00:00:00+00:00,209.5767,210.2809,208.2874,208.7208,11373522
2015-11-04 00:00:00+00:00,206.1314,211.2668,205.0263,209.75,10033187
2015-11-05 00:00:00+00:00,202.9462,206.0664,202.1661,205.633,10767454
2015-11-06 00:00:00+00:00,206.3698,206.879,203.2279,203.5637,8367190
2015-11-09 00:00:00+00:00,208.2874,209.1,200.0967,202.2744,17031699
2015-11-10 00:00:00+00:00,199.9451,207.9082,198.5475,207.3665,11486238
2015-11-13 00:00:00+00:00,202.1769,203.3687,198.1575,198.2766,13682323
2015-11-16 00:00:00+00:00,202.4478,204.1162,200.3785,200.6493,15346549
2015-11-17 00:00:00+00:00,201.0285,203.4445,200.6926,203.2603,8588142
2015-11-18 00:00:00+00:00,197.6157,201.7977,197.1715,200.996,11249222
2015-11-19 00:00:00+00:00,202.5453,203.4012,198.7533,199.1108,12183206
2015-11-20 00:00:00+00:00,205.1672,206.4564,200.5518,202.3828,11304265
2015-11-23 00:00:00+00:00,206.6623,207.5615,205.0263,205.8497,10499517
2015-11-24 00:00:00+00:00,209.685,210.5301,206.0772,206.4998,14806176
2015-11-26 00:00:00+00:00,214.2245,214.9396,209.8042,210.4001,23805828
2015-11-27 00:00:00+00:00,212.1444,215.0588,211.0718,214.3004,10891864
2015-11-30 00:00:00+00:00,209.555,213.3036,208.5149,212.0252,29919205
2015-12-01 00:00:00+00:00,209.295,212.0902,208.2874,208.8833,12981379
2015-12-02 00:00:00+00:00,211.906,212.2852,208.9916,209.3708,7573628
2015-12-03 00:00:00+00:00,211.7435,214.2896,211.0718,211.2452,11361395
2015-12-04 00:00:00+00:00,209.1975,211.5269,208.3199,210.6818,13443688
2015-12-07 00:00:00+00:00,206.2939,210.8335,205.7956,209.1975,14483909
2015-12-08 00:00:00+00:00,203.8779,206.6297,202.8378,205.6113,7532164
2015-12-09 00:00:00+00:00,198.4608,204.4304,197.7999,202.8595,9174419
2015-12-10 00:00:00+00:00,205.9256,206.6731,199.3492,199.8909,18592203
2015-12-11 00:00:00+00:00,206.489,207.7999,204.3113,206.2289,18155513
2015-12-14 00:00:00+00:00,206.9548,208.775,204.983,205.3297,10563900
2015-12-15 00:00:00+00:00,211.4619,211.9061,206.6406,207.3665,15718833
2015-12-16 00:00:00+00:00,212.0577,213.9862,210.9418,211.4618,12097338
2015-12-17 00:00:00+00:00,218.7857,219.9342,211.9169,212.3611,19369032
2015-12-18 00:00:00+00:00,214.9288,218.6341,214.5171,217.5073,16016139
2015-12-21 00:00:00+00:00,214.9721,216.4673,213.2928,214.0621,12331769
2015-12-22 00:00:00+00:00,213.9321,217.2473,213.217,215.1238,11579277
2015-12-23 00:00:00+00:00,217.5073,218.179,214.5171,214.9071,12919467
2015-12-24 00:00:00+00:00,216.8031,218.2441,215.8822,217.529,11901877
2015-12-28 00:00:00+00:00,218.9375,219.6633,216.6839,216.8139,12885935
2015-12-29 00:00:00+00:00,220.0208,220.7359,218.2332,218.9374,14913870
2015-12-30 00:00:00+00:00,217.659,220.1509,217.1173,219.9342,8151610
2015-12-31 00:00:00+00:00,219.8475,220.9526,216.4889,217.4207,18483713
2016-01-01 00:00:00+00:00,220.01,220.7793,218.4608,218.8074,5416562
2016-01-04 00:00:00+00:00,215.6655,219.6741,213.802,217.7673,30170947
2016-01-05 00:00:00+00:00,217.7999,218.8508,216.0339,216.7489,14946239
2016-01-06 00:00:00+00:00,223.6611,225.0046,216.7706,218.3307,26759864
2016-01-07 00:00:00+00:00,219.555,222.7511,218.4282,221.2451,19739943
2016-01-08 00:00:00+00:00,222.2635,223.8128,220.3026,221.0176,21313199
2016-01-11 00:00:00+00:00,227.8648,229.8583,219.0675,220.14,29016443
2016-01-12 00:00:00+00:00,226.5322,230.8551,225.5896,228.6016,23373377
2016-01-13 00:00:00+00:00,233.3361,236.1313,226.9114,228.1899,71802356
2016-01-14 00:00:00+00:00,230.0425,234.2353,228.179,230.5192,27823189
2016-01-15 00:00:00+00:00,232.5668,236.0771,230.8984,231.7976,28767318
2016-01-18 00:00:00+00:00,220.335,234.8745,218.4391,232.9352,27254669
2016-01-19 00:00:00+00:00,226.1313,227.4748,219.7392,222.9678,21489315
2016-01-20 00:00:00+00:00,217.6698,224.2462,214.5171,224.2462,45114225
2016-01-21 00:00:00+00:00,213.2603,222.2635,211.6352,220.4867,31768619
2016-01-22 00:00:00+00:00,217.5832,219.0674,215.3947,215.3947,23682648
2016-01-25 00:00:00+00:00,217.5398,220.7467,216.6839,218.8507,13099564
2016-01-27 00:00:00+00:00,216.5431,218.8508,216.023,218.4391,17251028
2016-01-28 00:00:00+00:00,220.3459,221.4076,216.0555,216.9006,23074633
2016-01-29 00:00:00+00:00,224.3545,225.3513,220.5842,220.7901,19177163
2016-02-01 00:00:00+00:00,223.2494,225.7413,222.2202,225.3404,9918809
2016-02-02 00:00:00+00:00,216.9331,223.7911,214.6254,223.2494,14771279
2016-02-03 00:00:00+00:00,212.6536,215.3838,211.2668,214.0837,15691478
2016-02-04 00:00:00+00:00,210.8443,216.9006,209.2517,214.0837,18203784
2016-02-05 00:00:00+00:00,210.3784,212.7836,208.3199,212.1552,20998404
2016-02-08 00:00:00+00:00,208.2441,213.3904,207.5724,210.4218,12078110
2016-02-09 00:00:00+00:00,207.4749,209.9234,205.8498,206.4781,19603494
2016-02-10 00:00:00+00:00,208.5908,210.8335,205.5572,206.2181,16883350
2016-02-11 00:00:00+00:00,200.3351,209.3059,198.3742,208.6341,17114833
2016-02-12 00:00:00+00:00,196.4348,202.3611,192.437,202.3611,29319458
2016-02-15 00:00:00+00:00,205.1455,206.1423,198.9159,198.9159,19283523
2016-02-16 00:00:00+00:00,201.6352,207.5832,200.866,206.0881,13024856
2016-02-17 00:00:00+00:00,206.4131,207.464,198.5691,202.6211,15442221
2016-02-18 00:00:00+00:00,203.7046,209.9017,202.8162,208.6558,14433087
2016-02-19 00:00:00+00:00,204.6255,206.4456,203.1087,203.6829,10235503
2016-02-22 00:00:00+00:00,208.5149,209.815,204.5713,204.5713,12770834
2016-02-23 00:00:00+00:00,205.7739,209.5767,204.2788,208.6883,18989787
2016-02-24 00:00:00+00:00,206.4239,207.7023,204.1162,204.7446,15186204
2016-02-25 00:00:00+00:00,204.5713,207.269,203.8671,206.7598,24826958
2016-02-26 00:00:00+00:00,205.9256,207.7457,204.6146,206.4998,8349402
2016-02-29 00:00:00+00:00,209.4576,215.5139,202.5995,206.1314,31032353
2016-03-01 00:00:00+00:00,212.6319,213.4445,209.0241,209.035,16453192
2016-03-02 00:00:00+00:00,217.0089,217.9299,213.9212,215.1455,20105967
2016-03-03 00:00:00+00:00,219.4683,220.5842,216.1422,218.8508,15880459
2016-03-04 00:00:00+00:00,218.0707,219.9342,217.4423,219.7175,8987660
2016-03-08 00:00:00+00:00,222.5344,223.3795,218.309,218.309,13222993
2016-03-09 00:00:00+00:00,225.7196,226.1963,220.7142,221.0176,11854901
2016-03-10 00:00:00+00:00,219.2299,226.6297,218.6341,225.7955,20706353
2016-03-11 00:00:00+00:00,219.8258,223.0869,218.9808,219.9125,15319044
2016-03-14 00:00:00+00:00,220.9634,222.4044,219.49,220.8226,11880095
2016-03-15 00:00:00+00:00,221.126,222.7186,219.9559,221.8843,10487788
2016-03-16 00:00:00+00:00,221.3968,222.2744,217.8649,221.2343,11064129
2016-03-17 00:00:00+00:00,222.6296,227.2093,221.7531,225.04,16832997
2016-03-18 00:00:00+00:00,225.0838,225.7302,222.5638,223.1226,14030979
2016-03-21 00:00:00+00:00,227.2969,228.2173,224.1087,225.2481,12708074
2016-03-22 00:00:00+00:00,229.6087,230.5728,226.9354,227.2312,15333442
2016-03-23 00:00:00+00:00,225.522,229.4005,224.032,229.4005,16806372
2016-03-28 00:00:00+00:00,223.5937,226.0698,222.5529,225.6973,18070240
2016-03-29 00:00:00+00:00,227.0668,228.3268,223.5499,224.3387,15871250
2016-03-30 00:00:00+00:00,229.4333,230.4632,228.4802,228.4802,14453294
2016-03-31 00:00:00+00:00,229.028,231.3945,226.2889,228.1077,30833349
2016-04-01 00:00:00+00:00,226.6724,229.269,224.6017,227.6913,12381116
2016-04-04 00:00:00+00:00,226.8039,228.3706,224.6674,227.8885,8632568
2016-04-05 00:00:00+00:00,225.029,228.4144,223.9881,225.9931,10259495
2016-04-06 00:00:00+00:00,226.519,227.1654,224.0758,226.1575,6990781
2016-04-07 00:00:00+00:00,227.2859,229.6415,223.9662,226.771,8789163
2016-04-08 00:00:00+00:00,227.0887,231.0549,225.9603,226.9901,13411752
2016-04-11 00:00:00+00:00,227.9543,229.0937,226.3547,227.2312,10308361
2016-04-12 00:00:00+00:00,229.5101,231.7123,227.4612,227.9543,11164859
2016-04-13 00:00:00+00:00,233.5967,234.4403,230.6386,230.6386,16038542
2016-04-18 00:00:00+00:00,233.3118,233.761,231.263,233.5419,19065716
2016-04-20 00:00:00+00:00,227.2969,234.287,226.9682,234.287,21687934
2016-04-21 00:00:00+00:00,228.1405,230.518,226.7929,228.1953,11380697
2016-04-22 00:00:00+00:00,227.6585,229.532,225.5439,227.6694,11705087
2016-04-25 00:00:00+00:00,222.8268,228.8637,221.8188,228.8637,61157544
2016-04-26 00:00:00+00:00,222.8377,224.3606,220.767,222.4981,26429236
2016-04-27 00:00:00+00:00,223.3746,224.8099,222.6296,223.0459,14502641
2016-04-28 00:00:00+00:00,218.4005,223.3308,217.1405,222.1913,61949033
2016-04-29 00:00:00+00:00,215.3328,218.8059,214.4891,217.6883,23479680
2016-05-02 00:00:00+00:00,216.264,217.4582,214.3029,214.522,10620873
2016-05-03 00:00:00+00:00,213.8208,218.017,213.1525,216.4941,17571826
2016-05-04 00:00:00+00:00,214.3248,215.5519,213.2072,213.4373,13546285
2016-05-05 00:00:00+00:00,213.7003,215.4971,212.7471,214.7411,21665684
2016-05-06 00:00:00+00:00,212.3198,214.04,211.8925,213.2073,14748329
2016-05-09 00:00:00+00:00,215.4204,216.0559,213.1634,213.6455,15347096
2016-05-10 00:00:00+00:00,215.2999,215.771,214.3029,215.4204,7248302
2016-05-11 00:00:00+00:00,213.7332,214.9055,212.5499,212.9443,12339923
2016-05-12 00:00:00+00:00,217.5459,217.8527,213.6565,213.8647,12786216
2016-05-13 00:00:00+00:00,214.3358,217.0529,213.6455,216.7023,14648291
2016-05-16 00:00:00+00:00,213.8537,215.2889,212.7909,214.0837,9327335
2016-05-17 00:00:00+00:00,212.3636,215.4204,211.7501,214.7959,12157600
2016-05-18 00:00:00+00:00,212.6704,213.0977,211.257,211.6515,8228838
2016-05-19 00:00:00+00:00,208.4304,212.9662,207.2033,212.9224,9134784
2016-05-20 00:00:00+00:00,204.7052,209.1535,204.0807,208.6057,18544619
2016-05-23 00:00:00+00:00,203.7849,206.1296,202.8318,205.3955,18365734
2016-05-24 00:00:00+00:00,206.0748,206.8527,203.3576,203.3576,12283217
2016-05-25 00:00:00+00:00,208.4304,208.781,206.2282,208.1346,9240115
